card_id;mtr_code;ksm_code;item_type;subtype;name;designation;dn;outer_diameter;wall_thickness;d1;d2;angle;pn;steel_grade;strength_class;medium;medium_compatibility_status;h2s_confirmed;co2_confirmed;inner_coating;outer_coating;climate_version;gost_tu;standard;stock_qty;unit;synthetic
SYN-REG-CARD-000524;MTR-SYN-REG-000524;KSM-SYN-REG-000524;переход;концентрический;Переход концентрический 159x6-108x4 13ХФА;Переход концентрический 159x6-108x4 13ХФА;;;;159;108;;160;13ХФА;К42;газ с H2S;requires_tu_lnd_passport;;;;False;У;ГОСТ 17378-2001;ГОСТ 17378-2001;24;pcs;True
SYN-REG-CARD-000525;MTR-SYN-REG-000525;KSM-SYN-REG-000525;переход;концентрический;Переход концентрический 219x8-159x6 09Г2С;Переход концентрический 219x8-159x6 09Г2С;;;;219;159;;40;09Г2С;К52;природный газ;requires_project_and_passport;;;False;False;УХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;70;pcs;True
SYN-REG-CARD-000526;MTR-SYN-REG-000526;KSM-SYN-REG-000526;переход;концентрический;Переход концентрический 426x12-325x10 09ГСФ;Переход концентрический 426x12-325x10 09ГСФ;;;;426;325;;100;09ГСФ;К56;коррозионно-активная среда;requires_tu_lnd_passport;;;;True;У;ГОСТ 17378-2001;ГОСТ 17378-2001;58;pcs;True
SYN-REG-CARD-000527;MTR-SYN-REG-000527;KSM-SYN-REG-000527;переход;концентрический;Переход концентрический 273x10-219x8 20;Переход концентрический 273x10-219x8 20;;;;273;219;;40;20;К42;нефть;requires_project_and_passport;;;False;True;УХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;13;pcs;True
SYN-REG-CARD-000528;MTR-SYN-REG-000528;KSM-SYN-REG-000528;переход;концентрический;Переход концентрический 426x12-325x10 09ГСФ;Переход концентрический 426x12-325x10 09ГСФ;;;;426;325;;100;09ГСФ;К52;газ с H2S;requires_tu_lnd_passport;;;True;True;У;ГОСТ 17378-2001;ГОСТ 17378-2001;60;pcs;True
SYN-REG-CARD-000529;MTR-SYN-REG-000529;KSM-SYN-REG-000529;переход;концентрический;Переход концентрический 325x10-219x8 09ГСФ;Переход концентрический 325x10-219x8 09ГСФ;;;;325;219;;63;09ГСФ;К56;нефть;requires_project_and_passport;;;True;;У;ГОСТ 17378-2001;ГОСТ 17378-2001;60;pcs;True
SYN-REG-CARD-000530;MTR-SYN-REG-000530;KSM-SYN-REG-000530;переход;концентрический;Переход концентрический 133x5-89x4 13ХФА;Переход концентрический 133x5-89x4 13ХФА;;;;133;89;;25;13ХФА;К56;газ с CO2;requires_tu_lnd_passport;;;True;True;УХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;55;pcs;True
SYN-REG-CARD-000531;MTR-SYN-REG-000531;KSM-SYN-REG-000531;переход;концентрический;Переход концентрический 219x8-159x6 13ХФА;Переход концентрический 219x8-159x6 13ХФА;;;;219;159;;160;13ХФА;К52;газ с H2S;requires_tu_lnd_passport;;;False;True;ХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;3;pcs;True
SYN-REG-CARD-000532;MTR-SYN-REG-000532;KSM-SYN-REG-000532;переход;эксцентрический;Переход эксцентрический 89x4-57x3 09Г2С;Переход эксцентрический 89x4-57x3 09Г2С;;;;89;57;;100;09Г2С;К56;газ с H2S и CO2;requires_tu_lnd_passport;;;False;True;ХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;21;pcs;True
SYN-REG-CARD-000533;MTR-SYN-REG-000533;KSM-SYN-REG-000533;переход;концентрический;Переход концентрический 219x8-159x6 20;Переход концентрический 219x8-159x6 20;;;;219;159;;25;20;К56;техническая вода;requires_project_and_passport;;;;;У;ГОСТ 17378-2001;ГОСТ 17378-2001;18;pcs;True
SYN-REG-CARD-000534;MTR-SYN-REG-000534;KSM-SYN-REG-000534;переход;концентрический;Переход концентрический 325x10-219x8 20;Переход концентрический 325x10-219x8 20;;;;325;219;;100;20;К56;коррозионно-активная среда;requires_tu_lnd_passport;;;True;True;ХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;0;pcs;True
SYN-REG-CARD-000535;MTR-SYN-REG-000535;KSM-SYN-REG-000535;переход;эксцентрический;Переход эксцентрический 426x12-325x10 20;Переход эксцентрический 426x12-325x10 20;;;;426;325;;63;20;К48;природный газ;requires_project_and_passport;;;False;;У;ГОСТ 17378-2001;ГОСТ 17378-2001;69;pcs;True
SYN-REG-CARD-000536;MTR-SYN-REG-000536;KSM-SYN-REG-000536;переход;концентрический;Переход концентрический 108x4-76x4 20;Переход концентрический 108x4-76x4 20;;;;108;76;;63;20;К56;коррозионно-активная среда;requires_tu_lnd_passport;;;False;True;УХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;66;pcs;True
SYN-REG-CARD-000537;MTR-SYN-REG-000537;KSM-SYN-REG-000537;переход;концентрический;Переход концентрический 133x5-89x4 09ГСФ;Переход концентрический 133x5-89x4 09ГСФ;;;;133;89;;63;09ГСФ;К56;коррозионно-активная среда;requires_tu_lnd_passport;;;False;True;ХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;67;pcs;True
SYN-REG-CARD-000538;MTR-SYN-REG-000538;KSM-SYN-REG-000538;переход;эксцентрический;Переход эксцентрический 219x8-159x6 20;Переход эксцентрический 219x8-159x6 20;;;;219;159;;63;20;К42;газ с CO2;requires_tu_lnd_passport;;;True;True;У;ГОСТ 17378-2001;ГОСТ 17378-2001;38;pcs;True
SYN-REG-CARD-000539;MTR-SYN-REG-000539;KSM-SYN-REG-000539;переход;концентрический;Переход концентрический 76x4-57x3 09Г2С;Переход концентрический 76x4-57x3 09Г2С;;;;76;57;;16;09Г2С;К48;газ с H2S и CO2;requires_tu_lnd_passport;;;True;True;ХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;16;pcs;True
SYN-REG-CARD-000540;MTR-SYN-REG-000540;KSM-SYN-REG-000540;переход;концентрический;Переход концентрический 76x4-57x3 13ХФА;Переход концентрический 76x4-57x3 13ХФА;;;;76;57;;40;13ХФА;К56;нефть;requires_project_and_passport;;;False;True;УХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;24;pcs;True
SYN-REG-CARD-000541;MTR-SYN-REG-000541;KSM-SYN-REG-000541;переход;концентрический;Переход концентрический 426x12-325x10 13ХФА;Переход концентрический 426x12-325x10 13ХФА;;;;426;325;;160;13ХФА;К52;природный газ;requires_project_and_passport;;;False;True;У;ГОСТ 17378-2001;ГОСТ 17378-2001;8;pcs;True
SYN-REG-CARD-000542;MTR-SYN-REG-000542;KSM-SYN-REG-000542;переход;эксцентрический;Переход эксцентрический 159x6-108x4 09Г2С;Переход эксцентрический 159x6-108x4 09Г2С;;;;159;108;;63;09Г2С;К48;коррозионно-активная среда;requires_tu_lnd_passport;;;True;True;У;ГОСТ 17378-2001;ГОСТ 17378-2001;76;pcs;True
SYN-REG-CARD-000543;MTR-SYN-REG-000543;KSM-SYN-REG-000543;переход;концентрический;Переход концентрический 219x8-159x6 20;Переход концентрический 219x8-159x6 20;;;;219;159;;100;20;К56;газ с CO2;requires_tu_lnd_passport;;;True;True;У;ГОСТ 17378-2001;ГОСТ 17378-2001;67;pcs;True
SYN-REG-CARD-000544;MTR-SYN-REG-000544;KSM-SYN-REG-000544;переход;эксцентрический;Переход эксцентрический 89x4-57x3 09ГСФ;Переход эксцентрический 89x4-57x3 09ГСФ;;;;89;57;;63;09ГСФ;К48;техническая вода;requires_project_and_passport;;;False;;ХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;80;pcs;True
SYN-REG-CARD-000545;MTR-SYN-REG-000545;KSM-SYN-REG-000545;переход;эксцентрический;Переход эксцентрический 76x4-57x3 13ХФА;Переход эксцентрический 76x4-57x3 13ХФА;;;;76;57;;160;13ХФА;К42;коррозионно-активная среда;requires_tu_lnd_passport;;;;False;У;ГОСТ 17378-2001;ГОСТ 17378-2001;2;pcs;True
SYN-REG-CARD-000546;MTR-SYN-REG-000546;KSM-SYN-REG-000546;переход;концентрический;Переход концентрический 325x10-219x8 09ГСФ;Переход концентрический 325x10-219x8 09ГСФ;;;;325;219;;40;09ГСФ;К48;нефть;requires_project_and_passport;;;True;False;У;ГОСТ 17378-2001;ГОСТ 17378-2001;39;pcs;True
SYN-REG-CARD-000547;MTR-SYN-REG-000547;KSM-SYN-REG-000547;переход;эксцентрический;Переход эксцентрический 89x4-57x3 13ХФА;Переход эксцентрический 89x4-57x3 13ХФА;;;;89;57;;25;13ХФА;К48;газ с CO2;requires_tu_lnd_passport;;;True;True;ХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;69;pcs;True
SYN-REG-CARD-000548;MTR-SYN-REG-000548;KSM-SYN-REG-000548;переход;эксцентрический;Переход эксцентрический 76x4-57x3 09ГСФ;Переход эксцентрический 76x4-57x3 09ГСФ;;;;76;57;;63;09ГСФ;К52;газ с H2S и CO2;requires_tu_lnd_passport;;;True;True;ХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;57;pcs;True
SYN-REG-CARD-000549;MTR-SYN-REG-000549;KSM-SYN-REG-000549;переход;концентрический;Переход концентрический 325x10-219x8 09Г2С;Переход концентрический 325x10-219x8 09Г2С;;;;325;219;;25;09Г2С;К48;газ с CO2;requires_tu_lnd_passport;;;False;True;У;ГОСТ 17378-2001;ГОСТ 17378-2001;46;pcs;True
SYN-REG-CARD-000550;MTR-SYN-REG-000550;KSM-SYN-REG-000550;переход;эксцентрический;Переход эксцентрический 76x4-57x3 13ХФА;Переход эксцентрический 76x4-57x3 13ХФА;;;;76;57;;40;13ХФА;К56;коррозионно-активная среда;requires_tu_lnd_passport;;;False;False;ХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;66;pcs;True
SYN-REG-CARD-000551;MTR-SYN-REG-000551;KSM-SYN-REG-000551;переход;концентрический;Переход концентрический 426x12-325x10 09Г2С;Переход концентрический 426x12-325x10 09Г2С;;;;426;325;;25;09Г2С;К42;коррозионно-активная среда;requires_tu_lnd_passport;;;False;True;УХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;61;pcs;True
SYN-REG-CARD-000552;MTR-SYN-REG-000552;KSM-SYN-REG-000552;переход;концентрический;Переход концентрический 273x10-219x8 20;Переход концентрический 273x10-219x8 20;;;;273;219;;160;20;К52;газ с CO2;requires_tu_lnd_passport;;;;True;УХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;0;pcs;True
SYN-REG-CARD-000553;MTR-SYN-REG-000553;KSM-SYN-REG-000553;переход;эксцентрический;Переход эксцентрический 325x10-219x8 20;Переход эксцентрический 325x10-219x8 20;;;;325;219;;63;20;К52;газ с H2S;requires_tu_lnd_passport;;;False;True;ХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;19;pcs;True
SYN-REG-CARD-000554;MTR-SYN-REG-000554;KSM-SYN-REG-000554;переход;эксцентрический;Переход эксцентрический 89x4-57x3 20;Переход эксцентрический 89x4-57x3 20;;;;89;57;;40;20;К56;техническая вода;requires_project_and_passport;;;True;True;ХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;12;pcs;True
SYN-REG-CARD-000555;MTR-SYN-REG-000555;KSM-SYN-REG-000555;переход;эксцентрический;Переход эксцентрический 426x12-325x10 09Г2С;Переход эксцентрический 426x12-325x10 09Г2С;;;;426;325;;40;09Г2С;К52;газ с H2S и CO2;requires_tu_lnd_passport;;;True;True;УХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;65;pcs;True
SYN-REG-CARD-000556;MTR-SYN-REG-000556;KSM-SYN-REG-000556;переход;концентрический;Переход концентрический 89x4-57x3 13ХФА;Переход концентрический 89x4-57x3 13ХФА;;;;89;57;;16;13ХФА;К52;нефть;requires_project_and_passport;;;False;;ХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;30;pcs;True
SYN-REG-CARD-000557;MTR-SYN-REG-000557;KSM-SYN-REG-000557;переход;концентрический;Переход концентрический 133x5-89x4 13ХФА;Переход концентрический 133x5-89x4 13ХФА;;;;133;89;;160;13ХФА;К56;природный газ;requires_project_and_passport;;;False;True;У;ГОСТ 17378-2001;ГОСТ 17378-2001;71;pcs;True
SYN-REG-CARD-000558;MTR-SYN-REG-000558;KSM-SYN-REG-000558;переход;концентрический;Переход концентрический 89x4-57x3 09Г2С;Переход концентрический 89x4-57x3 09Г2С;;;;89;57;;100;09Г2С;К52;газ с H2S;requires_tu_lnd_passport;;;True;True;УХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;74;pcs;True
SYN-REG-CARD-000559;MTR-SYN-REG-000559;KSM-SYN-REG-000559;переход;концентрический;Переход концентрический 273x10-219x8 20;Переход концентрический 273x10-219x8 20;;;;273;219;;40;20;К48;коррозионно-активная среда;requires_tu_lnd_passport;;;False;;У;ГОСТ 17378-2001;ГОСТ 17378-2001;20;pcs;True
SYN-REG-CARD-000560;MTR-SYN-REG-000560;KSM-SYN-REG-000560;переход;концентрический;Переход концентрический 219x8-159x6 13ХФА;Переход концентрический 219x8-159x6 13ХФА;;;;219;159;;100;13ХФА;К52;газ с H2S и CO2;requires_tu_lnd_passport;;;True;True;УХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;14;pcs;True
SYN-REG-CARD-000561;MTR-SYN-REG-000561;KSM-SYN-REG-000561;переход;концентрический;Переход концентрический 325x10-219x8 13ХФА;Переход концентрический 325x10-219x8 13ХФА;;;;325;219;;63;13ХФА;К52;нефть;requires_project_and_passport;;;True;False;УХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;40;pcs;True
SYN-REG-CARD-000562;MTR-SYN-REG-000562;KSM-SYN-REG-000562;переход;эксцентрический;Переход эксцентрический 325x10-219x8 09Г2С;Переход эксцентрический 325x10-219x8 09Г2С;;;;325;219;;16;09Г2С;К48;нефть;requires_project_and_passport;;;True;True;УХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;1;pcs;True
SYN-REG-CARD-000563;MTR-SYN-REG-000563;KSM-SYN-REG-000563;переход;эксцентрический;Переход эксцентрический 273x10-219x8 09Г2С;Переход эксцентрический 273x10-219x8 09Г2С;;;;273;219;;40;09Г2С;К56;газ с CO2;requires_tu_lnd_passport;;;True;True;У;ГОСТ 17378-2001;ГОСТ 17378-2001;49;pcs;True
SYN-REG-CARD-000564;MTR-SYN-REG-000564;KSM-SYN-REG-000564;переход;концентрический;Переход концентрический 89x4-57x3 09ГСФ;Переход концентрический 89x4-57x3 09ГСФ;;;;89;57;;25;09ГСФ;К52;газ с H2S;requires_tu_lnd_passport;;;False;False;УХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;73;pcs;True
SYN-REG-CARD-000565;MTR-SYN-REG-000565;KSM-SYN-REG-000565;переход;концентрический;Переход концентрический 426x12-325x10 20;Переход концентрический 426x12-325x10 20;;;;426;325;;63;20;К56;техническая вода;requires_project_and_passport;;;False;True;ХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;28;pcs;True
SYN-REG-CARD-000566;MTR-SYN-REG-000566;KSM-SYN-REG-000566;переход;эксцентрический;Переход эксцентрический 426x12-325x10 09Г2С;Переход эксцентрический 426x12-325x10 09Г2С;;;;426;325;;100;09Г2С;К56;газ с H2S;requires_tu_lnd_passport;;;True;True;УХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;74;pcs;True
SYN-REG-CARD-000567;MTR-SYN-REG-000567;KSM-SYN-REG-000567;переход;концентрический;Переход концентрический 133x5-89x4 09Г2С;Переход концентрический 133x5-89x4 09Г2С;;;;133;89;;25;09Г2С;К48;природный газ;requires_project_and_passport;;;;True;У;ГОСТ 17378-2001;ГОСТ 17378-2001;80;pcs;True
SYN-REG-CARD-000568;MTR-SYN-REG-000568;KSM-SYN-REG-000568;переход;концентрический;Переход концентрический 325x10-219x8 20;Переход концентрический 325x10-219x8 20;;;;325;219;;25;20;К42;газ с H2S;requires_tu_lnd_passport;;;True;;ХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;60;pcs;True
SYN-REG-CARD-000569;MTR-SYN-REG-000569;KSM-SYN-REG-000569;переход;концентрический;Переход концентрический 76x4-57x3 13ХФА;Переход концентрический 76x4-57x3 13ХФА;;;;76;57;;160;13ХФА;К42;техническая вода;requires_project_and_passport;;;True;True;УХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;63;pcs;True
SYN-REG-CARD-000570;MTR-SYN-REG-000570;KSM-SYN-REG-000570;переход;эксцентрический;Переход эксцентрический 76x4-57x3 13ХФА;Переход эксцентрический 76x4-57x3 13ХФА;;;;76;57;;25;13ХФА;К48;газ с H2S и CO2;requires_tu_lnd_passport;;;;False;У;ГОСТ 17378-2001;ГОСТ 17378-2001;72;pcs;True
SYN-REG-CARD-000571;MTR-SYN-REG-000571;KSM-SYN-REG-000571;переход;эксцентрический;Переход эксцентрический 89x4-57x3 20;Переход эксцентрический 89x4-57x3 20;;;;89;57;;40;20;К42;газ с CO2;requires_tu_lnd_passport;;;False;True;ХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;13;pcs;True
SYN-REG-CARD-000572;MTR-SYN-REG-000572;KSM-SYN-REG-000572;переход;концентрический;Переход концентрический 426x12-325x10 20;Переход концентрический 426x12-325x10 20;;;;426;325;;25;20;К56;природный газ;requires_project_and_passport;;;False;True;ХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;73;pcs;True
SYN-REG-CARD-000573;MTR-SYN-REG-000573;KSM-SYN-REG-000573;переход;концентрический;Переход концентрический 426x12-325x10 13ХФА;Переход концентрический 426x12-325x10 13ХФА;;;;426;325;;160;13ХФА;К48;техническая вода;requires_project_and_passport;;;False;False;УХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;76;pcs;True
SYN-REG-CARD-000574;MTR-SYN-REG-000574;KSM-SYN-REG-000574;переход;концентрический;Переход концентрический 426x12-325x10 09Г2С;Переход концентрический 426x12-325x10 09Г2С;;;;426;325;;160;09Г2С;К48;газ с H2S;requires_tu_lnd_passport;;;True;False;УХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;10;pcs;True
SYN-REG-CARD-000575;MTR-SYN-REG-000575;KSM-SYN-REG-000575;переход;эксцентрический;Переход эксцентрический 108x4-76x4 13ХФА;Переход эксцентрический 108x4-76x4 13ХФА;;;;108;76;;100;13ХФА;К42;природный газ;requires_project_and_passport;;;;True;У;ГОСТ 17378-2001;ГОСТ 17378-2001;59;pcs;True
SYN-REG-CARD-000576;MTR-SYN-REG-000576;KSM-SYN-REG-000576;переход;эксцентрический;Переход эксцентрический 219x8-159x6 09ГСФ;Переход эксцентрический 219x8-159x6 09ГСФ;;;;219;159;;63;09ГСФ;К48;газ с H2S и CO2;requires_tu_lnd_passport;;;False;True;У;ГОСТ 17378-2001;ГОСТ 17378-2001;6;pcs;True
SYN-REG-CARD-000577;MTR-SYN-REG-000577;KSM-SYN-REG-000577;переход;концентрический;Переход концентрический 219x8-159x6 20;Переход концентрический 219x8-159x6 20;;;;219;159;;160;20;К52;газ с CO2;requires_tu_lnd_passport;;;False;True;УХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;16;pcs;True
SYN-REG-CARD-000578;MTR-SYN-REG-000578;KSM-SYN-REG-000578;переход;концентрический;Переход концентрический 426x12-325x10 09Г2С;Переход концентрический 426x12-325x10 09Г2С;;;;426;325;;100;09Г2С;К48;техническая вода;requires_project_and_passport;;;;False;ХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;69;pcs;True
SYN-REG-CARD-000579;MTR-SYN-REG-000579;KSM-SYN-REG-000579;переход;концентрический;Переход концентрический 219x8-159x6 09Г2С;Переход концентрический 219x8-159x6 09Г2С;;;;219;159;;40;09Г2С;К56;техническая вода;requires_project_and_passport;;;False;True;У;ГОСТ 17378-2001;ГОСТ 17378-2001;48;pcs;True
SYN-REG-CARD-000580;MTR-SYN-REG-000580;KSM-SYN-REG-000580;переход;концентрический;Переход концентрический 76x4-57x3 09ГСФ;Переход концентрический 76x4-57x3 09ГСФ;;;;76;57;;16;09ГСФ;К52;коррозионно-активная среда;requires_tu_lnd_passport;;;False;True;ХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;47;pcs;True
SYN-REG-CARD-000581;MTR-SYN-REG-000581;KSM-SYN-REG-000581;переход;эксцентрический;Переход эксцентрический 108x4-76x4 13ХФА;Переход эксцентрический 108x4-76x4 13ХФА;;;;108;76;;160;13ХФА;К48;техническая вода;requires_project_and_passport;;;True;False;ХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;5;pcs;True
SYN-REG-CARD-000582;MTR-SYN-REG-000582;KSM-SYN-REG-000582;переход;эксцентрический;Переход эксцентрический 133x5-89x4 09ГСФ;Переход эксцентрический 133x5-89x4 09ГСФ;;;;133;89;;100;09ГСФ;К42;газ с H2S;requires_tu_lnd_passport;;;True;False;ХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;6;pcs;True
SYN-REG-CARD-000583;MTR-SYN-REG-000583;KSM-SYN-REG-000583;переход;концентрический;Переход концентрический 273x10-219x8 09Г2С;Переход концентрический 273x10-219x8 09Г2С;;;;273;219;;100;09Г2С;К52;газ с H2S и CO2;requires_tu_lnd_passport;;;True;True;ХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;15;pcs;True
SYN-REG-CARD-000584;MTR-SYN-REG-000584;KSM-SYN-REG-000584;переход;концентрический;Переход концентрический 89x4-57x3 09Г2С;Переход концентрический 89x4-57x3 09Г2С;;;;89;57;;100;09Г2С;К52;газ с CO2;requires_tu_lnd_passport;;;False;True;ХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;62;pcs;True
SYN-REG-CARD-000585;MTR-SYN-REG-000585;KSM-SYN-REG-000585;переход;концентрический;Переход концентрический 89x4-57x3 13ХФА;Переход концентрический 89x4-57x3 13ХФА;;;;89;57;;100;13ХФА;К42;нефть;requires_project_and_passport;;;True;True;ХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;56;pcs;True
SYN-REG-CARD-000586;MTR-SYN-REG-000586;KSM-SYN-REG-000586;переход;концентрический;Переход концентрический 273x10-219x8 09ГСФ;Переход концентрический 273x10-219x8 09ГСФ;;;;273;219;;63;09ГСФ;К52;газ с H2S;requires_tu_lnd_passport;;;False;False;У;ГОСТ 17378-2001;ГОСТ 17378-2001;57;pcs;True
SYN-REG-CARD-000587;MTR-SYN-REG-000587;KSM-SYN-REG-000587;переход;концентрический;Переход концентрический 89x4-57x3 09Г2С;Переход концентрический 89x4-57x3 09Г2С;;;;89;57;;100;09Г2С;К56;природный газ;requires_project_and_passport;;;False;True;ХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;47;pcs;True
SYN-REG-CARD-000588;MTR-SYN-REG-000588;KSM-SYN-REG-000588;переход;эксцентрический;Переход эксцентрический 426x12-325x10 09Г2С;Переход эксцентрический 426x12-325x10 09Г2С;;;;426;325;;100;09Г2С;К52;газ с H2S;requires_tu_lnd_passport;;;False;;ХЛ;ГОСТ 17378-2001;ГОСТ 17378-2001;61;pcs;True
SYN-REG-CARD-000589;MTR-SYN-REG-000589;KSM-SYN-REG-000589;переход;эксцентрический;Переход эксцентрический 325x10-219x8 20;Переход эксцентрический 325x10-219x8 20;;;;325;219;;100;20;К48;нефть;requires_project_and_passport;;;False;True;У;ГОСТ 17378-2001;ГОСТ 17378-2001;21;pcs;True
SYN-REG-CARD-000590;MTR-SYN-REG-000590;KSM-SYN-REG-000590;переход;концентрический;Переход концентрический 159x6-108x4 20;Переход концентрический 159x6-108x4 20;;;;159;108;;63;20;К52;газ с CO2;requires_tu_lnd_passport;;;True;True;У;ГОСТ 17378-2001;ГОСТ 17378-2001;6;pcs;True
SYN-REG-CARD-000591;MTR-SYN-REG-000591;KSM-SYN-REG-000591;задвижка;клиновая;Задвижка клиновая DN80 PN25;Задвижка клиновая DN80 PN25;80;;;;;;25;09ГСФ;;природный газ;requires_project_and_passport;;;True;True;УХЛ;ГОСТ 5762-2002;ГОСТ 5762-2002;4;pcs;True
SYN-REG-CARD-000592;MTR-SYN-REG-000592;KSM-SYN-REG-000592;задвижка;клиновая;Задвижка клиновая DN300 PN160;Задвижка клиновая DN300 PN160;300;;;;;;160;09Г2С;;природный газ;requires_project_and_passport;;;;True;У;ГОСТ 5762-2002;ГОСТ 5762-2002;25;pcs;True
SYN-REG-CARD-000593;MTR-SYN-REG-000593;KSM-SYN-REG-000593;задвижка;шиберная;Задвижка шиберная DN50 PN16;Задвижка шиберная DN50 PN16;50;;;;;;16;09ГСФ;;газ с H2S;requires_tu_lnd_passport;;;True;False;У;ГОСТ 5762-2002;ГОСТ 5762-2002;38;pcs;True
SYN-REG-CARD-000594;MTR-SYN-REG-000594;KSM-SYN-REG-000594;задвижка;шиберная;Задвижка шиберная DN250 PN100;Задвижка шиберная DN250 PN100;250;;;;;;100;09Г2С;;газ с H2S и CO2;requires_tu_lnd_passport;;;;False;УХЛ;ГОСТ 5762-2002;ГОСТ 5762-2002;50;pcs;True
SYN-REG-CARD-000595;MTR-SYN-REG-000595;KSM-SYN-REG-000595;задвижка;клиновая;Задвижка клиновая DN150 PN40;Задвижка клиновая DN150 PN40;150;;;;;;40;20;;техническая вода;requires_project_and_passport;;;False;True;У;ГОСТ 5762-2002;ГОСТ 5762-2002;11;pcs;True
SYN-REG-CARD-000596;MTR-SYN-REG-000596;KSM-SYN-REG-000596;задвижка;клиновая;Задвижка клиновая DN80 PN25;Задвижка клиновая DN80 PN25;80;;;;;;25;13ХФА;;нефть;requires_project_and_passport;;;True;True;УХЛ;ГОСТ 5762-2002;ГОСТ 5762-2002;14;pcs;True
SYN-REG-CARD-000597;MTR-SYN-REG-000597;KSM-SYN-REG-000597;задвижка;шиберная;Задвижка шиберная DN80 PN25;Задвижка шиберная DN80 PN25;80;;;;;;25;09Г2С;;техническая вода;requires_project_and_passport;;;False;True;ХЛ;ГОСТ 5762-2002;ГОСТ 5762-2002;61;pcs;True
SYN-REG-CARD-000598;MTR-SYN-REG-000598;KSM-SYN-REG-000598;задвижка;шиберная;Задвижка шиберная DN100 PN40;Задвижка шиберная DN100 PN40;100;;;;;;40;09Г2С;;газ с CO2;requires_tu_lnd_passport;;;True;True;УХЛ;ГОСТ 5762-2002;ГОСТ 5762-2002;22;pcs;True
SYN-REG-CARD-000599;MTR-SYN-REG-000599;KSM-SYN-REG-000599;задвижка;шиберная;Задвижка шиберная DN50 PN16;Задвижка шиберная DN50 PN16;50;;;;;;16;09ГСФ;;коррозионно-активная среда;requires_tu_lnd_passport;;;False;True;ХЛ;ГОСТ 5762-2002;ГОСТ 5762-2002;72;pcs;True
SYN-REG-CARD-000600;MTR-SYN-REG-000600;KSM-SYN-REG-000600;задвижка;клиновая;Задвижка клиновая DN25 PN16;Задвижка клиновая DN25 PN16;25;;;;;;16;09Г2С;;газ с CO2;requires_tu_lnd_passport;;;False;True;ХЛ;ГОСТ 5762-2002;ГОСТ 5762-2002;15;pcs;True
SYN-REG-CARD-000601;MTR-SYN-REG-000601;KSM-SYN-REG-000601;задвижка;клиновая;Задвижка клиновая DN250 PN100;Задвижка клиновая DN250 PN100;250;;;;;;100;13ХФА;;газ с H2S;requires_tu_lnd_passport;;;False;True;УХЛ;ГОСТ 5762-2002;ГОСТ 5762-2002;25;pcs;True
SYN-REG-CARD-000602;MTR-SYN-REG-000602;KSM-SYN-REG-000602;задвижка;шиберная;Задвижка шиберная DN25 PN16;Задвижка шиберная DN25 PN16;25;;;;;;16;09Г2С;;техническая вода;requires_project_and_passport;;;True;False;ХЛ;ГОСТ 5762-2002;ГОСТ 5762-2002;72;pcs;True
